13:3,101059.36,16.72,36.82,101077.87,16.31,37.69,-690379.18,0.08
13:3,101057.10,17.19,35.66,101079.32,16.66,36.66,-691579.31,0.09
13:4,101061.13,17.57,36.23,101084.17,16.94,37.09,-692313.37,0.03
16:15,101063.52,17.68,36.45,101085.72,17.09,37.72,-691946.18,0.08
16:15,101062.00,17.53,37.25,101087.08,16.83,38.36,-691780.00,2.22
16:15,101064.89,17.62,37.10,101085.53,16.92,38.46,-691763.31,0.10
16:15,101067.85,17.64,37.12,101089.40,16.91,38.52,-691808.12,3.47
16:15,101078.03,17.08,43.93,101086.74,16.88,38.70,-691886.87,1.04
16:15,101072.47,16.28,50.69,101082.13,16.84,39.42,-691939.12,1.03
16:15,101061.74,15.74,53.05,101084.06,16.80,40.65,-692010.31,1.06
16:15,101064.82,15.27,54.96,101087.38,16.77,40.77,-692068.18,1.02
16:15,101067.89,14.91,56.68,101088.99,16.76,41.21,-692015.87,1.05
16:15,101077.66,14.64,58.03,101084.27,16.77,41.09,-692012.31,1.02
16:15,101073.22,14.42,59.11,101084.28,16.78,40.58,-692041.62,1.06
16:15,101069.22,14.23,60.25,101085.78,16.77,42.12,-692153.81,1.08
16:15,101062.39,14.10,61.24,101085.10,16.74,42.56,-692434.62,1.04
16:15,101070.19,13.99,61.98,101083.28,16.72,42.51,-692352.81,1.08
16:16,101073.67,13.63,65.65,101091.30,16.64,41.51,-691932.31,0.99
16:17,101072.75,13.52,64.58,101085.29,16.31,41.09,-692631.87,0.99
16:18,101069.67,13.32,64.85,101089.45,16.13,41.76,-693509.31,0.39
16:19,101071.05,22.53,22.91,101084.88,16.88,35.33,-695307.31,4.94
16:20,101061.11,23.25,21.53,101092.25,17.73,34.48,-697313.62,4.61
16:21,101071.44,23.90,20.89,101093.35,17.83,35.79,-697258.81,3.97
16:22,101058.22,24.02,20.02,101087.13,17.26,33.02,-696590.62,4.25
16:23,101049.78,24.02,19.81,101081.25,16.59,33.78,-698485.37,3.85
16:24,101051.28,24.12,19.78,101083.30,17.22,33.97,-699291.37,4.57
16:25,101049.47,24.14,19.43,101085.36,16.83,34.35,-698687.12,4.82
16:26,101065.79,24.20,19.42,101089.24,17.64,33.52,-699718.12,4.11
16:27,101059.38,24.21,19.10,101085.10,18.17,31.09,-697721.12,3.82
16:28,101059.36,24.10,18.97,101085.44,17.32,32.56,-696407.62,4.78
16:29,101054.28,24.14,18.82,101082.13,17.37,32.44,-697064.62,4.96
16:30,101056.53,23.89,18.81,101084.29,17.41,32.03,-699696.87,4.40
16:31,101069.42,23.97,19.00,101096.39,17.80,32.61,-699251.87,4.17
16:32,101057.88,23.87,18.88,101090.63,17.41,33.24,-700866.87,4.14
16:33,101067.33,24.16,18.77,101085.21,18.26,31.25,-700690.12,4.17
