15:23,100916.03,12.01,45.73,100931.80,17.37,33.46,-684801.50,0.62
16:50,100921.61,12.22,44.95,100931.93,17.13,33.19,-681856.50,0.65
16:50,100921.56,12.24,44.90,100932.02,17.08,33.32,-681749.18,0.45
16:50,100921.82,12.25,44.80,100935.43,16.94,33.73,-681843.31,0.13
16:50,100920.80,12.26,44.69,100930.33,16.76,33.75,-681972.62,0.16
16:50,100921.46,12.24,44.61,100937.08,16.56,34.06,-682220.50,0.43
16:50,100919.36,12.22,44.53,100931.29,16.28,34.37,-682571.37,0.16
16:50,100919.44,12.21,44.42,100924.76,16.12,34.52,-682678.62,0.54
16:50,100923.58,12.18,44.21,100927.46,16.01,34.70,-681936.00,0.70
16:50,100922.77,12.16,44.10,100933.02,15.84,34.88,-682478.50,0.55
16:50,100920.92,12.15,44.08,100930.28,15.68,35.09,-682113.31,0.55
16:50,100918.05,12.14,44.13,100926.61,15.57,35.35,-682661.00,0.19
16:50,100922.08,12.09,44.27,100930.04,15.06,36.79,-684053.81,0.82
16:50,100924.75,11.93,45.31,100937.56,14.94,37.74,-686039.81,0.77
16:50,100923.52,12.04,45.32,100939.67,15.24,37.61,-686460.87,0.55
16:51,100939.20,5.66,66.97,100933.17,15.97,35.38,-675961.00,2.02
16:52,100944.42,6.74,76.35,100950.35,13.64,41.61,-685467.81,1.39
16:53,100928.13,7.72,78.37,100936.12,13.67,43.36,-688671.12,1.34
16:54,100910.90,18.00,30.03,100931.88,13.97,39.32,-684189.37,5.32
16:55,100915.55,20.44,23.66,100929.06,13.95,40.61,-686798.31,4.40
16:56,100906.22,19.90,21.46,100931.77,12.48,42.13,-689122.00,5.51
16:57,100916.85,18.67,21.82,100941.58,11.90,43.79,-692716.87,5.12
16:58,100914.85,18.27,21.71,100947.82,12.51,43.28,-693766.81,5.06
16:59,100909.60,18.11,21.59,100931.01,13.05,40.73,-695269.87,5.43
17:0,100896.53,18.03,21.28,100927.08,12.00,42.04,-691965.00,5.35
17:1,100905.34,18.12,21.81,100928.83,11.65,44.48,-694728.68,5.15
17:2,100903.80,18.14,21.21,100929.83,11.24,44.37,-694900.31,4.39
17:3,100909.61,18.19,21.38,100924.79,11.17,45.21,-695377.81,5.10
17:4,100905.60,18.08,21.11,100930.17,11.65,43.92,-696402.50,4.72
17:5,100908.33,18.14,21.06,100938.39,13.39,39.84,-691044.87,5.33
17:6,100916.42,18.03,20.85,100940.33,12.01,41.84,-690343.50,5.37
17:7,100915.78,17.96,20.86,100932.64,11.67,43.17,-692879.87,4.36
17:8,100910.38,17.98,20.93,100937.74,14.03,38.50,-689911.68,4.69
17:9,100912.85,18.38,20.75,100932.36,15.46,34.69,-682506.37,4.56
17:10,100894.39,18.48,20.41,100914.52,14.21,36.04,-675767.87,5.07
17:11,100910.63,18.39,20.36,100936.48,12.42,40.52,-686797.87,5.10
17:12,100903.14,18.42,20.18,100923.21,11.81,41.12,-691903.00,4.71
17:13,100920.03,18.46,20.42,100943.97,13.75,39.29,-689863.37,4.59
17:14,100906.33,18.70,20.24,100929.46,14.61,36.59,-683774.18,5.54
17:15,100904.94,18.90,20.34,100929.07,15.33,35.83,-680156.87,5.44
17:16,100897.89,19.21,20.01,100927.61,15.74,35.41,-680080.00,4.61
17:17,100907.92,19.42,19.98,100932.66,15.85,34.51,-677018.12,5.09
17:18,100924.99,19.61,19.52,100940.42,13.25,39.12,-682222.87,4.19
17:19,100915.49,19.50,19.27,100940.83,13.24,39.15,-685799.68,5.54
17:20,100912.14,19.48,19.66,100931.16,12.71,40.82,-688599.81,4.74
17:21,100902.95,19.44,19.76,100934.41,12.83,41.37,-690980.87,5.18
17:22,100909.72,19.61,20.32,100935.75,14.88,38.16,-688032.68,4.44
17:23,100924.41,11.09,40.92,100936.39,16.29,35.61,-682910.50,1.31
17:24,100930.08,4.73,63.12,100927.30,15.56,35.84,-677858.62,1.29
17:25,100927.00,4.55,70.27,100929.85,13.92,38.59,-675084.00,1.31
17:26,100916.57,6.96,77.18,100925.06,14.19,40.17,-682044.81,0.72
17:27,100923.79,7.92,77.76,100924.53,14.28,39.79,-686768.87,1.33
17:28,100924.33,8.04,77.47,100922.02,12.44,44.10,-686961.50,1.31
17:29,100925.75,8.21,77.15,100929.60,14.52,39.92,-688377.81,1.31
17:30,100927.28,8.25,76.71,100927.44,15.15,38.37,-684979.62,1.34
17:31,100931.94,8.33,75.75,100923.00,12.79,43.36,-685156.87,1.32
17:32,100921.10,8.50,74.54,100924.25,11.83,44.71,-691940.12,0.95
17:33,100926.30,8.37,73.75,100925.19,11.70,46.11,-695831.68,0.74
17:34,100916.36,8.66,73.34,100931.69,13.01,43.63,-693923.12,1.20
17:35,100921.42,8.95,72.57,100934.03,13.22,43.10,-693382.87,1.36
17:36,100927.50,8.86,70.98,100930.57,12.12,43.91,-691940.12,1.31
