14:57,101381.02,22.06,53.50,101378.69,21.90,53.59,4.02,0.00
14:57,101380.51,22.09,53.00,101380.80,21.92,53.15,2.35,0.00
14:57,101381.18,22.11,52.92,101381.90,21.94,53.03,6.35,0.00
14:57,101379.69,22.17,52.34,101381.10,22.00,52.58,-1.19,0.00
14:57,101379.69,22.17,52.16,101376.33,22.00,52.49,-2.11,0.00
14:57,101380.11,22.17,52.03,101376.39,22.01,52.32,12.31,0.01
14:57,101379.28,22.20,53.79,101381.14,22.05,53.97,-2.43,0.00
14:57,101380.89,22.32,54.88,101382.51,22.18,52.59,-0.80,0.00
14:57,101381.46,22.69,55.71,101379.39,22.58,60.67,1.76,0.00
14:57,101380.30,22.73,54.33,101383.30,22.93,63.58,1.43,0.00
14:57,101379.34,22.71,52.70,101379.72,22.67,54.71,3.86,0.01
14:57,101379.60,22.72,51.99,101379.41,22.62,52.79,2.54,0.01
14:58,101381.61,22.54,51.06,101383.46,22.32,51.42,-5.95,0.01
14:59,101385.56,22.48,51.25,101379.74,22.28,51.51,2.26,0.00
15:0,101385.03,22.47,51.13,101383.33,22.29,51.38,-3.07,0.01
15:1,101385.64,22.48,51.07,101381.98,22.30,51.25,0.29,0.00
15:2,101387.96,22.46,50.94,101385.53,22.25,51.19,-5.15,0.00
15:3,101388.61,22.45,50.92,101385.42,22.25,51.22,-7.28,0.01
15:4,101390.67,22.47,50.84,101383.16,22.29,51.04,-0.69,0.01
SUN 01-01-2000 14:57:00:57,101387.27,22.45,50.92,101384.85,22.27,51.15,0.44,0.00
SUN 01-01-2000 14:57:03:57,101386.85,22.45,50.91,101383.76,22.27,51.15,0.40,0.00
SUN 01-01-2000 14:57:05:57,101384.14,22.45,50.92,101383.03,22.27,51.15,-0.23,0.00
SUN 01-01-2000 14:57:08:57,101387.35,22.45,50.94,101382.24,22.27,51.17,2.08,0.00
SUN 01-01-2000 14:57:00:57,101391.07,22.45,50.92,101384.63,22.28,51.12,0.39,0.01
SUN 01-01-2000 14:57:03:57,101390.80,22.45,50.82,101384.79,22.27,50.98,0.31,0.00
SUN 01-01-2000 14:57:05:57,101388.28,22.45,51.03,101387.07,22.28,51.31,1.69,0.00
SUN 01-01-2000 14:57:08:57,101389.53,22.45,50.88,101383.32,22.28,51.20,0.47,0.00
