9:18,102915.80,29.39,24.58,102947.40,28.00,27.46,-675924.81,3.65
9:18,102916.44,29.46,24.88,102950.28,28.00,27.60,-671983.12,3.19
9:19,102915.46,29.61,24.40,102946.63,27.72,28.05,-676980.12,3.12
9:20,102915.52,25.81,50.23,102948.96,27.94,30.05,-676877.68,4.00
9:21,102918.13,21.68,60.62,102949.35,27.90,29.67,-675436.62,4.56
9:18,102900.67,36.14,14.06,102941.88,28.66,26.36,-414285.90,7.26
9:18,102907.10,36.33,13.97,102946.10,28.89,26.38,-423164.59,5.98
9:19,102904.21,36.72,13.81,102952.65,29.27,26.65,-332619.68,5.38
12:6,102904.48,36.80,13.50,102950.83,29.12,25.91,-331083.18,5.15
12:6,102912.11,36.82,13.52,102950.39,29.15,25.96,-331666.50,5.88
12:6,102907.02,36.62,13.69,102946.50,28.90,26.25,-675420.12,6.36
12:6,102908.43,36.80,13.59,102949.36,29.15,26.23,-675524.81,6.02
12:7,102916.69,36.95,13.24,102953.93,29.25,25.57,-697684.31,4.75
12:8,102912.14,37.03,13.26,102951.80,29.29,25.70,-697858.50,5.04
12:9,102922.48,37.29,13.20,102951.35,29.48,25.90,-696598.87,4.40
12:10,102909.14,37.20,12.88,102946.28,28.91,25.67,-696598.62,4.47
12:11,102917.08,37.00,12.96,102946.53,28.97,25.46,-697744.81,5.21
12:12,102900.24,37.06,13.10,102946.35,29.04,26.35,-696469.81,6.79
12:13,102908.14,37.59,13.45,102942.99,29.55,27.58,-698118.31,4.15
12:14,102901.96,38.13,12.97,102942.92,29.69,27.01,-698389.81,6.70
12:15,102898.64,38.46,12.91,102944.53,29.85,27.68,-698569.31,5.83
12:16,102900.96,38.57,12.63,102944.42,30.11,25.76,-698880.87,5.74
12:17,102899.07,38.34,12.66,102942.92,30.07,25.90,-698472.18,5.94
12:18,102894.32,38.47,12.78,102944.66,30.06,26.47,-698064.00,5.71
12:19,102902.78,38.46,12.47,102940.82,29.97,25.87,-698789.50,5.77
12:20,102905.07,38.38,12.66,102940.80,30.02,25.95,-698464.68,5.58
12:21,102892.52,38.61,12.63,102933.24,30.15,27.43,-698160.62,7.15
12:22,102900.53,39.14,12.68,102935.19,30.20,27.18,-698255.31,5.88
12:23,102892.13,39.15,12.25,102939.88,30.51,25.75,-698139.87,4.54
12:24,102891.49,38.77,12.01,102934.41,30.32,24.72,-698346.00,5.39
12:25,102900.35,38.28,12.06,102937.32,29.88,24.71,-697756.87,7.01
